unique zipcodes
29651
52242
7960
85224
5401
29601
98055
92663
57105
46219
10032
48109
2115
60153
24014
75390
55905
2190
95819
78229
29414
12206
27705
10029
67214
92354
19104
11203
30322
27834
60201
15232
95531
6824
28304
19111
60190
42718
7920
50314
19107
26506
53066
12208
30642
58501
33313
14221
99204
7748
94304
58801
10065
30078
94158
37922
6790
44195
30214
2114
6105
27534
22031
95926
85054
98109
78681
29572
32792
38104
63141
96161
23606
92708
22556
2215
64064
81501
44483
63110
79911
42303
41181
15224
37404
55902
44460
90404
31701
43210
33176
85306
77030
83205
34652
90048
68198
22908
19342
4736
93065
60612
75063
48201
66160
90027
34471
37821
45242
12553
10006
60123
30033
80026
60532
10941
14203
80205
25702
93405
58601
44501
44053
44106
40241
18510
97239
85234
40380
21287
95207
64108
81230
55455
87102
95816
70607
25701
43203
91010
95901
37076
21202
18103
40536
57701
55435
37232
49684
63670
94928
33872
75230
33136
54893
29401
98195
23456
92801
43952
11432
8103
61103
31794
10549
23502
20155
30162
54495
42003
30114
80124
96743
48202
85004
49503
39202
10305
44125
54301
29425
97401
78665
98034
23224
8534
25304
10022
98122
53226
8057
70056
7103
10469
37303
10021
4938
30135
79106
76104
94040
48446
63376
1890
18711
43302
8080
27403
92395
81008
18045
32605
54911
91402
62769
48346
60068
44135
39401
44308
22911
60506
6385
35022
37129
21215
37205
55805
44145
14626
17050
98001
75235
91754
33410
43015
35661
2903
74017
97701
918
11572
74146
60611
19047
14020
1854
22903
30342
60462
27103
32256
43219
98105
11794
17033
97227
76022
32224
27710
18017
19713
70121
30606
14642
3102
28117
8536
1805
95608
18840
7601
20010
60540
79415
93105
76903
50702
90095
39204
77573
92211
32804
37920
2118
42431
92270
80907
78705
28573
79410
98405
94531
48044
89128
84112
55407
49007
68114
18301
90089
7047
73701
44124
15090
68124
95128
76210
83712
58102
48236
75702
22042
95695
4102
94558
28092
77026
92544
1655
38138
40207
73104
70808
10701
33805
7503
6504
35801
91361
92037
70809
7042
10467
46545
54703
30901
23507
11772
1923
43606
16201
79905
75090
37203
2128
77327
32610
3756
63026
48604
85258
48071
92705
10016
7740
13204
11040
91706
33143
17403
1104
21220
98370
21201
48532
59802
46260
19087
1440
72401
87106
1060
97232
19380
53224
19605
6611
64128
65613
77385
94588
60463
87401
97321
84741
2660
19010
28562
22601
28203
47933
30303
15901
60637
66205
37055
30117
79701
929
85501
89052
77027
8690
43560
32073
6260
44111
19001
62702
77094
30318
77058
65201
921
48073
90605
15132
89148
30076
68122
89102
10019
2462
2906
48197
13203
32806
45229
6708
83814
717
2905
97213
68022
33901
12601
89502
98407
21229
18015
90015
94553
41101
29303
23805
61801
53188
52001
44109
72211
55802
28204
8701
8901
33705
23666
55426
20603
51401
75401
91206
73117
1844
92653
97504
76067
30720
80045
21740
50701
99202
14701
50309
20832
38105
60008
27599
6520
54601
47403
20037
33146
34639
85016
2111
98201
11215
60555
10960
82801
92835
12901
8210
85027
80138
95687
19102
27609
97420
45804
90221
43214
77005
89106
73142
20850
46202
60099
93720
8820
7039
55102
35209
90503
85901
80218
45227
27607
6457
6053
4412
59901
7733
17603
33467
95051
99216
55404
53913
35501
52403
52537
8056
60030
75231
94143
28412
45044
37040
33461
40422
66606
77375
37236
4101
10128
1701
21620
32763
24273
60608
11561
39216
53405
98632
92081
15642
6320
50010
78521
34613
11706
95642
92121
72205
71105
45219
70072
47591
55439
45305
53792
94801
12953
725
61615
90805
95661
45409
19114
24701
92868
39110
45404
98101
11235
30121
70112
61265
15240
70118
91505
43081
27704
32827
30281
40031
29406
28054
27262
8034
65804
93257
46902
61761
90602
71115
59405
38301
12148
36117
18202
91786
19803
7302
53566
6902
21224
10013
16801
38501
98684
28112
18901
60134
10010
17111
94402
10461
75246
37916
91105
21921
53024
54313
37207
85032
91355
11548
62226
95817
698
78503
95065
60453
26003
33324
46256
34232
30912
37604
8822
27610
48838
91911
17268
60415
63304
92123
53511
33462
17011
32206
20007
32771
87144
8724
64086
49068
28546
92691
98372
23114
97030
60188
74133
32503
30308
94583
96813
20613
93309
15213
60048
84041
6010
73120
14225
72206
10451
19901
20782
1201
34481
84770
38655
46804
19044
30141
11042
77479
11102
92806
78251
7109
37043
54981
7470
42701
87110
33613
54449
21401
91767
28374
85719
27203
17042
23229
94535
60657
28139
11373
70508
98108
2090
78234
74104
61832
28001
54143
84124
33701
28801
19046
93030
76301
20910
89511
75701
6477
99362
46140
11733
14760
15025
7112
34994
32055
21061
63136
7753
53105
68510
33612
49783
93463
19141
20002
54241
984
80909
43016
93111
23116
72703
32822
2721
34655
94301
92127
77054
71103
3053
80920
11776
66209
68516
24501
33071
37090
27959
17701
44131
70115
66604
27157
15601
41075
94305
55432
2556
13326
83706
1852
93277
91436
39301
30501
47374
10301
71301
55101
59715
33028
17543
14623
30060
58201
77555
27932
32207
10577
19013
1752
11355
99336
6904
12110
32607
43221
95403
83687
60451
45429
11801
56258
54956
27804
93701
54311
23298
29615
33614
20879
34474
32446
98503
3106
20705
89113
85006
42345
86403
13210
31217
76508
94602
7701
60616
92243
77031
20892
49519
7731
94609
64804
2149
48910
34695
91360
29646
65708
77584
7666
89074
23005
60521
96817
41017
74074
14620
94704
97103
55337
62526
55422
10314
32960
34453
46268
6451
98284
90033
11735
95616
15063
85351
75093
92262
45014
60005
11702
91942
97367
13905
93308
36502
33133
60450
7055
98057
32796
75237
78702
13820
19971
19140
13669
49913
79915
88201
13601
79902
72202
52722
95501
37745
14424
25526
96001
95204
16346
67801
88011
20619
54303
10595
75075
35233
75071
44708
71101
19134
13676
8043
17112
28207
81601
71201
4073
57104
15065
63703
30458
34744
15146
50401
86409
77002
55109
85260
2302
84107
32608
91345
6510
28659
30165
59101
55371
33180
11030
25401
7728
97031
29732
90606
93003
8831
48307
41653
97123
96819
40202
45005
4401
61114
89144
35406
32901
45133
57262
75751
19115
11220
49201
62056
21801
49085
13850
13502
15905
46952
33607
77024
90211
85013
45750
52655
77901
35249
98362
2189
23235
16146
3431
30309
22306
8876
49424
29526
11553
43212
32547
23249
10003
43055
28401
48801
6109
98520
33014
44515
45220
66801
15212
1950
20016
52402
14432
60402
31329
16601
31602
95453
78215
90712
66202
27514
92505
28560
41501
62521
94117
30328
30045
13346
99603
46307
33761
28358
48342
30607
48075
85712
10025
98686
20774
95348
36607
91109
13421
19008
77384
78539
58103
85037
84003
72503
19611
98104
90074
17522
98310
31520
11510
3561
29621
22003
907
97471
74012
33442
27614
31768
91914
1841
94015
17044
14420
46845
85206
50325
77014
3060
89169
96701
45840
14621
90017
33484
76132
68803
43205
37660
18201
23226
84106
64093
69101
97301
33407
12010
33021
91030
82609
78666
32003
85724
48334
49546
7631
33909
29307
29902
1742
94904
97210
37662
94063
78723
33064
97128
32164
59701
21701
12801
29210
35805
10468
33319
6905
95382
44870
97225
98373
20186
33155
46123
92335
10310
33331
7046
95124
11797
6102
80122
77074
11554
99208
68845
97330
5156
78654
44830
70535
44035
53548
33316
53717
36301
92093
12401
8060
70006
